% pp non-regulatory
% met non_regulatory
% pd regulatory
% methylation non-regulatory
% phosphorylation non-regulatory
% dephosphorylation non-regulatory
% demethylation non-regulatory
% srna non-regulatory
% expression non-regulatory
% activation non-regulatory
% ubiquination non-regulatory
% glycosylation non-regulatory
% inhibition non-regulatory
% sigma non-regulatory
YBL004W,YPR144C,pp,undirected,0.981
YCR057C,YBR181C,pp,undirected,0.948
YOR096W,YBR247C,pp,undirected,0.947
YOR312C,YIL052C,pp,undirected,0.943
YJL014W,YJR064W,pp,undirected,0.985
YPR043W,YER117W,pp,undirected,0.943
YAR007C,YBL035C,pp,undirected,0.985
YPL131W,YGL076C,pp,undirected,0.955
YDL136W,YLR061W,pp,undirected,0.943
YPL047W,YCL010C,pp,undirected,0.982
YGR148C,YDL075W,pp,undirected,0.943
YDL060W,YOR096W,pp,undirected,0.955
YLR075W,YDR012W,pp,undirected,0.955
YGL030W,YOL040C,pp,undirected,0.985
YDR449C,YGL171W,pp,undirected,0.985
YPL131W,YGL030W,pp,undirected,0.985
YER012W,YOR362C,pp,undirected,0.985
YEL056W,YNL031C,pp,undirected,0.955
YOR096W,YDR339C,pp,undirected,0.948
YJR002W,YPR137W,pp,undirected,0.985
YPL198W,YHR021C,pp,undirected,0.943
YBR048W,YFR032C-A,pp,undirected,0.955
YLR448W,YGL189C,pp,undirected,0.943
YMR229C,YHR169W,pp,undirected,0.942
YOR339C,YDL190C,pp,undirected,0.935
YKL099C,YHR169W,pp,undirected,0.985
YLR167W,YMR142C,pp,undirected,0.955
YLR340W,YGL103W,pp,undirected,0.985
YDL061C,YDR025W,pp,undirected,0.943
YGL043W,YDL140C,pp,undirected,0.985
YDL136W,YLL045C,pp,undirected,0.943
YIL052C,YML073C,pp,undirected,0.943
YOL127W,YER056C-A,pp,undirected,0.955
YDR059C,YDR457W,pp,undirected,0.94
YDR382W,YIL018W,pp,undirected,0.943
YOR145C,YDL014W,pp,undirected,0.933
YGL116W,YGL240W,pp,undirected,0.977
YKL058W,YDR404C,pp,undirected,0.985
YPL143W,YMR230W,pp,undirected,0.943
YPR102C,YLR406C,pp,undirected,0.943
YLR388W,YOL039W,pp,undirected,0.943
